,Стоимость,Модель,Год выпуска,Город,Пробег,Объём двигателя,Тип топлива,Тип подачи топлива,Тактность,Коробка передач
236,45000 ₽,Урал М-67 36, 1982,Черемхово,-,649 куб. см.,бензин,карбюратор,-,механика
237,45000 ₽,Иж 5, 1990,Гурьевск,9 999 км,300 куб. см.,бензин,-,2-тактный,-
238,45000 ₽,Иж Планета Спорт, 1995,Чита,-,340 куб. см.,бензин,карбюратор,2-тактный,механика
239,45000 ₽,Урал ИМЗ 8.103-10, 1987,Купино,1 000 км,700 куб. см.,бензин,карбюратор,2-тактный,механика
240,45000 ₽,Иж Юпитер 4, 1984,Барнаул,10 000 км,350 куб. см.,бензин,-,2-тактный,-
241,45000 ₽,Vento Riva II, 2012,Тара,7 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
242,45000 ₽,Иж Юпитер 5, 1992,Тулун,-,350 куб. см.,бензин,карбюратор,2-тактный,механика
243,45000 ₽,Racer Racer, 2020,Чита,2 500 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
244,45000 ₽,Иж Юпитер 5, 1992,Барнаул,25 000 км,350 куб. см.,бензин,-,2-тактный,-
245,45000 ₽,Irbis Irokez, 2011,Мучкапский,4 300 км,125 куб. см.,-,карбюратор,4-тактный,автомат
246,45000 ₽,Днепр К-750, 1969,Чита,50 000 км,750 куб. см.,бензин,карбюратор,4-тактный,механика
247,45000 ₽,Racer Enduro RC200GY-C2, 2019,Петропавловское,-,200 куб. см.,бензин,карбюратор,-,механика
248,45000 ₽,Ява 634, 1984,Уссурийск,50 000 км,350 куб. см.,бензин,-,2-тактный,-
249,45000 ₽,CZ 250, 1982,Тайга,-,250 куб. см.,-,-,-,-
250,45000 ₽,Kayo DBR SX-50A, 2025,Новосибирск,-,49 куб. см.,бензин,карбюратор,2-тактный,автомат
251,45000 ₽,Racer Racer, 2020,Чита,2 500 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
252,45000 ₽,Иж Юпитер 5, 1968,Тяжинский,5 888 км,400 куб. см.,бензин,карбюратор,2-тактный,механика
253,45000 ₽,Kayo Sport YX150, 2020,Керчь,5 000 км,125 куб. см.,бензин,карбюратор,2-тактный,механика
254,45000 ₽,Восход 3М, 1994,Ачинск,5 км,175 куб. см.,бензин,карбюратор,2-тактный,механика
255,45000 ₽,ТМЗ Муравей 2, 1987,Синегорский,20 000 км,200 куб. см.,бензин,карбюратор,2-тактный,механика
256,45000 ₽,Orion 125, 2014,Борзя,164 км,10 куб. см.,бензин,карбюратор,4-тактный,-
257,45000 ₽,Иж Юпитер, 1993,Белово,-,350 куб. см.,-,-,-,механика
258,45000 ₽,Урал М-63, 1968,Ленинск-Кузнецкий,502 746 км,65 куб. см.,бензин,карбюратор,4-тактный,механика
259,45000 ₽,Motoland XR125, 2019,Сеченово,5 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
260,45000 ₽,Днепр МТ-11, 1980,Прокопьевск,264 856 км,700 куб. см.,бензин,карбюратор,4-тактный,механика
261,45000 ₽,Motoland XT 50, 2023,Канаш,5 км,50 куб. см.,бензин,карбюратор,-,автомат
262,45000 ₽,Racer Alpha 110, 2015,Усть-Большерецк,5 000 км,110 куб. см.,бензин,карбюратор,4-тактный,механика
263,45000 ₽,Днепр МТ-11, 1996,Чита,300 000 км,600 куб. см.,бензин,карбюратор,2-тактный,механика
264,45000 ₽,Иж Планета 5, 1995,Шелехов,-,350 куб. см.,-,карбюратор,-,механика
265,45000 ₽,Motoland CBR 250, 2020,Белорецк,-,250 куб. см.,-,-,-,механика
266,45000 ₽,Иж Юпитер, 1981,Воткинск,-,380 куб. см.,бензин,карбюратор,2-тактный,механика
267,45000 ₽,Иж Планета 3, 1976,Нижний Новгород,11 111 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
268,45000 ₽,Иж Планета 3, 1983,Томск,100 км,1 куб. см.,бензин,карбюратор,2-тактный,механика
269,45000 ₽,Урал М-62, 1996,Чита,60 000 км,450 куб. см.,бензин,карбюратор,4-тактный,-
270,45000 ₽,Alpha 110, 2014,Давлеканово,3 387 км,110 куб. см.,бензин,карбюратор,4-тактный,механика
271,45000 ₽,Иж Юпитер 5, 1998,Кавалерово,-,350 куб. см.,бензин,-,2-тактный,механика
272,45000 ₽,Иж Планета 5, 1992,Партизанск,1 000 км,350 куб. см.,бензин,карбюратор,4-тактный,механика
273,45000 ₽,Иж 5, 1993,Яшалта,-,350 куб. см.,бензин,карбюратор,-,-
274,45000 ₽,Irbis TTR 110, 2012,Даниловка,5 000 км,110 куб. см.,-,карбюратор,4-тактный,механика
275,46000 ₽,Irbis TTR 125, 2014,Красноярск,4 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
276,46000 ₽,Иж Планета 2, 1969,Чита,12 000 км,346 куб. см.,бензин,карбюратор,2-тактный,механика
277,46000 ₽,ТМЗ Муравей, 1980,Находка,-,150 куб. см.,бензин,карбюратор,2-тактный,механика
278,47000 ₽,Motoland Apex 14, 2018,Петушки,40 км,140 куб. см.,бензин,карбюратор,4-тактный,механика
279,47500 ₽,BSE PH-190E, 2013,Балабаново,-,190 куб. см.,-,карбюратор,4-тактный,-
280,48000 ₽,Иж Планета 4, 1987,Партизанск,12 300 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
281,49000 ₽,Irbis Irokez S, 2014,Омск,6 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
282,49000 ₽,Suzuki Birdie, 2009,Владивосток,3 000 км,50 куб. см.,бензин,-,4-тактный,-
283,49000 ₽,Иж Юпитер 4, 1984,Великие Луки,12 963 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
284,49000 ₽,Orion Orion, 2013,Маккавеево,-,125 куб. см.,бензин,карбюратор,4-тактный,механика
285,49000 ₽,BSE Kids 50, 2023,Новосибирск,-,50 куб. см.,бензин,карбюратор,4-тактный,автомат
286,49999 ₽,Irbis TTR 125R, 2014,Лихославль,1 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
287,50000 ₽,Иж Юпитер 5, 1992,Прокопьевск,1 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
288,50000 ₽,Урал М-67 36, 1981,Краснозёрское,10 000 км,650 куб. см.,бензин,карбюратор,4-тактный,механика
289,50000 ₽,ЗиД 50 Пилот, 1999,Новосибирск,9 999 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
290,50000 ₽,Иж 3, 1973,Верх-Суетка,5 846 км,349 куб. см.,бензин,карбюратор,2-тактный,механика
291,50000 ₽,Иж Юпитер 5, 1989,Киселёвск,17 400 км,300 куб. см.,бензин,карбюратор,-,-
292,50000 ₽,Иж 56, 1962,Болотное,16 000 км,350 куб. см.,-,карбюратор,2-тактный,механика
293,50000 ₽,Иж 5, 1997,Гурьевск,-,350 куб. см.,-,карбюратор,2-тактный,механика
294,50000 ₽,Racer Alpha 110, 2019,Куйтун,5 277 км,107 куб. см.,бензин,-,-,-
295,50000 ₽,Alpha Alpha, 2023,Старая Майна,-,110 куб. см.,бензин,карбюратор,4-тактный,-
296,50000 ₽,Восход 3М, 1990,Шахунья,-,178 куб. см.,бензин,карбюратор,2-тактный,-
297,50000 ₽,Иж Юпитер 5, 1992,Залари,-,350 куб. см.,бензин,карбюратор,2-тактный,механика
298,50000 ₽,Racer Skyway, 2020,Борзя,-,300 куб. см.,бензин,карбюратор,4-тактный,-
299,50000 ₽,Иж Юпитер 5, 1992,Яшкино,8 000 км,347 куб. см.,бензин,карбюратор,2-тактный,механика
300,50000 ₽,Минск D4 125, 2014,Кемерово,4 000 км,125 куб. см.,бензин,карбюратор,4-тактный,механика
301,50000 ₽,Иж 350, 1989,Минусинск,10 000 км,350 куб. см.,бензин,-,2-тактный,-
302,50000 ₽,Урал ИМЗ 8.103-10, 2023,Томск,1 000 км,650 куб. см.,бензин,-,4-тактный,-
303,50000 ₽,Regulmoto Athlete Pro, 2013,Владивосток,1 124 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
304,50000 ₽,Apollo RFZ Open 125, 2018,Тальменка,10 000 км,110 куб. см.,бензин,карбюратор,4-тактный,механика
305,50000 ₽,Lifan LF150-13, 2020,Ишимбай,8 000 км,150 куб. см.,бензин,карбюратор,2-тактный,механика
306,50000 ₽,ABM Alpha, 2023,Благодарный,700 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
307,50000 ₽,Днепр МТ-11, 1987,Чунский,54 853 км,649 куб. см.,бензин,-,4-тактный,-
308,50000 ₽,Alpha 50, 2022,Горняк,2 000 км,110 куб. см.,бензин,карбюратор,4-тактный,-
309,50000 ₽,Regulmoto Seven Medalist Pro, 2022,Маслянино,20 км,110 куб. см.,бензин,карбюратор,4-тактный,механика
310,50000 ₽,Racer Tiger RC150-23, 2011,Калининск,20 000 км,150 куб. см.,-,-,-,-
311,50000 ₽,Урал ИМЗ 8.103-30, 1993,Новокузнецк,10 000 км,649 куб. см.,бензин,карбюратор,4-тактный,механика
312,50000 ₽,Racer Tourist RC150-23A, 2020,Толмачево,8 762 км,150 куб. см.,бензин,карбюратор,4-тактный,механика
313,50000 ₽,Wels RT140, 2021,Бийск,-,140 куб. см.,бензин,-,4-тактный,-
314,50000 ₽,Kawasaki Eliminator EL250 LX, 1990,Славянка,28 555 км,250 куб. см.,-,карбюратор,4-тактный,механика
315,50000 ₽,Alpha 50, 2021,Улан-Удэ,-,50 куб. см.,бензин,карбюратор,4-тактный,механика
316,50000 ₽,ТМЗ Муравей, 1990,Новокузнецк,-,1000 куб. см.,бензин,карбюратор,2-тактный,механика
317,50000 ₽,SYM XS 125, 2011,Уфа,25 000 км,125 куб. см.,бензин,-,4-тактный,-
318,50000 ₽,Иж Планета 2, 1969,Екатеринбург,42 000 км,350 куб. см.,-,-,-,-
319,50000 ₽,Другая Другая, 2020,Чебоксары,100 км,350 куб. см.,бензин,-,-,механика
320,50000 ₽,Иж 350, 1992,Копейск,10 000 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
321,50000 ₽,Wels CRF 140, 2020,Барнаул,1 км,140 куб. см.,бензин,карбюратор,4-тактный,механика
322,50000 ₽,Иж Юпитер 4, 2007,Воткинск,20 000 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
323,50000 ₽,ABM ABM, 2015,Москва,-,49494 куб. см.,бензин,-,4-тактный,механика
324,50000 ₽,Ява 350, 1995,Новосибирск,-,634 куб. см.,-,карбюратор,-,механика
325,50000 ₽,Иж Планета 3, 1976,Мамонтово,28 213 км,346 куб. см.,бензин,карбюратор,2-тактный,механика
326,50000 ₽,BSE EVO 110, 2021,Ижевск,-,110 куб. см.,бензин,карбюратор,4-тактный,механика
327,50000 ₽,Иж Юпитер 5, 1983,Новосибирск,14 049 км,350 куб. см.,бензин,карбюратор,2-тактный,механика
328,50000 ₽,Минск ММВЗ-3.112.11, 1992,Залари,5 000 км,125 куб. см.,бензин,карбюратор,2-тактный,механика
